subject,session,isLong,longProp,onlineErr
1,2,1,0.32,0
1,2,1,0.32,0
1,2,1,0.32,0
1,2,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,0,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,3,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,0,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,4,1,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,0
1,5,0,0.32,1
1,5,0,0.32,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,0,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,1,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,0,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,2,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,0,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,3,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,0,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,4,1,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,1
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
2,5,0,0.34,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,0,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,1,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,0,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,2,1,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,1,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,3,0,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,0,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,4,1,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,1
3,5,0,0.59,1
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,0
3,5,0,0.59,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,0,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,1,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,0,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,2,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,0,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
4,3,1,0.16,0
